step,recon_loss,vq_loss,vel_loss,total_loss
200,0.5683039426803589,0.009602464735507965,0.0575161948800087,0.6066645383834839
400,0.42785635590553284,0.026541948318481445,0.10279637575149536,0.505796492099762
600,0.3425326645374298,0.0404907763004303,0.04557786136865616,0.4058123826980591
800,0.4785080552101135,0.06301528960466385,0.05649726837873459,0.569771945476532
1000,0.37323617935180664,0.062359098345041275,0.1030566394329071,0.48712360858917236
1200,0.3014791011810303,0.06228935346007347,0.050577785819768906,0.38905733823776245
1400,0.24579870700836182,0.05860689654946327,0.03754803165793419,0.32317960262298584
1600,0.272616982460022,0.07316296547651291,0.03412635251879692,0.3628431260585785
1800,0.2069743126630783,0.062237367033958435,0.038978997617959976,0.2887011766433716
2000,0.18436342477798462,0.04568086564540863,0.029165133833885193,0.24462684988975525
2200,0.2438867837190628,0.05895980820059776,0.04623137041926384,0.32596227526664734
2400,0.15340721607208252,0.03929809480905533,0.028200741857290268,0.20680567622184753
2600,0.16220586001873016,0.05247138440608978,0.026995865628123283,0.22817517817020416
2800,0.178002268075943,0.05183904990553856,0.022028066217899323,0.2408553510904312
3000,0.14572229981422424,0.048110347241163254,0.025019124150276184,0.20634222030639648
3200,0.11753549426794052,0.029797140508890152,0.0175805501639843,0.15612290799617767
3400,0.19142217934131622,0.055571045726537704,0.029265718534588814,0.26162609457969666
3600,0.11192812025547028,0.0377245657145977,0.014857238158583641,0.15708130598068237
3800,0.13522933423519135,0.04954734072089195,0.014039224945008755,0.19179628789424896
4000,0.20241613686084747,0.06804942339658737,0.03523241728544235,0.2880817651748657
4200,0.15423785150051117,0.058171361684799194,0.02840704843401909,0.22661273181438446
4400,0.1578093320131302,0.05559011176228523,0.03184368833899498,0.22932128608226776
4600,0.1638636440038681,0.05128404498100281,0.03422422707080841,0.2322598099708557
4800,0.2463562935590744,0.08027893304824829,0.05040162056684494,0.35183605551719666
5000,0.13438260555267334,0.04596414417028427,0.024297775700688362,0.19249564409255981
5200,0.13466526567935944,0.0541028268635273,0.01588863506913185,0.1967124044895172
5400,0.11429458856582642,0.033096376806497574,0.01819663681089878,0.1564892828464508
5600,0.1474265158176422,0.04751715809106827,0.03333963081240654,0.2116134762763977
5800,0.18694311380386353,0.04118402674794197,0.13748547434806824,0.2968698740005493
6000,0.17342957854270935,0.060542989522218704,0.06574611365795135,0.26684561371803284
6200,0.19044111669063568,0.05219614505767822,0.1549266129732132,0.3201005756855011
6400,0.12056443095207214,0.04029957950115204,0.019738201051950455,0.17073310911655426
6600,0.12081661075353622,0.045944664627313614,0.024355771020054817,0.17893916368484497
6800,0.11561588943004608,0.034406714141368866,0.031939465552568436,0.16599233448505402
7000,0.14056049287319183,0.04215908795595169,0.020419055595993996,0.19292911887168884
7200,0.13955116271972656,0.04895671457052231,0.040235087275505066,0.2086254358291626
7400,0.09680353105068207,0.036446742713451385,0.01962846890091896,0.1430644989013672
7600,0.1020827442407608,0.041804470121860504,0.016544753685593605,0.15215960144996643
7800,0.13905899226665497,0.055254846811294556,0.0486379899084568,0.21863283216953278
8000,0.1242775246500969,0.04684991016983986,0.028381429612636566,0.18531815707683563
8200,0.10924755036830902,0.04139579087495804,0.023200275376439095,0.16224348545074463
8400,0.134327694773674,0.03997848927974701,0.03822597116231918,0.1934191733598709
8600,0.11062276363372803,0.03820481151342392,0.023847782984375954,0.16075147688388824
8800,0.14310607314109802,0.052188094705343246,0.02056172303855419,0.20557503402233124
9000,0.13971295952796936,0.04778337478637695,0.01900353841483593,0.19699810445308685
9200,0.14084894955158234,0.04014042764902115,0.03895486146211624,0.2004668116569519
9400,0.11505623906850815,0.04657408967614174,0.025821134448051453,0.1745409071445465
9600,0.10995049774646759,0.03349125385284424,0.017659083008766174,0.1522713005542755
9800,0.11291830986738205,0.03612973168492317,0.02422052063047886,0.16115830838680267
10000,0.18636934459209442,0.06485051661729813,0.03852645307779312,0.2704831063747406
10200,0.08811155706644058,0.03189047425985336,0.011562216095626354,0.12578314542770386
10400,0.2414662390947342,0.05892348289489746,0.19386351108551025,0.3973214626312256
10600,0.10866701602935791,0.03557327389717102,0.0241143386811018,0.1562974601984024
10800,0.09573853015899658,0.03611583635210991,0.01768472231924534,0.14069673418998718
11000,0.06946025788784027,0.02851942740380764,0.013092010281980038,0.10452569276094437
11200,0.0748743936419487,0.02426787093281746,0.012893455103039742,0.10558899492025375
11400,0.10798667371273041,0.032660264521837234,0.012115607969462872,0.14670473337173462
11600,0.07006853818893433,0.024299772456288338,0.014567690901458263,0.10165215283632278
11800,0.13033483922481537,0.0393788181245327,0.04025636240839958,0.1898418366909027
12000,0.07852378487586975,0.026286209002137184,0.013742384500801563,0.11168118566274643
12200,0.09864630550146103,0.03354739025235176,0.04465297982096672,0.154520183801651
12400,0.09028453379869461,0.030622243881225586,0.018385330215096474,0.13009944558143616
12600,0.07653061300516129,0.02389420010149479,0.023920366540551186,0.11238499730825424
12800,0.09484180063009262,0.029390251263976097,0.030695734545588493,0.1395799219608307
13000,0.16037942469120026,0.04777189716696739,0.028906501829624176,0.22260457277297974
13200,0.09663143008947372,0.028059184551239014,0.018079759553074837,0.13373050093650818
13400,0.08293978869915009,0.026578830555081367,0.015043879859149456,0.11704055964946747
13600,0.09401508420705795,0.032651517540216446,0.019379300996661186,0.13635624945163727
13800,0.08839071542024612,0.023935208097100258,0.01897604763507843,0.12181394547224045
14000,0.1235787495970726,0.03992964327335358,0.023511221632361412,0.17526400089263916
14200,0.09517408907413483,0.024195987731218338,0.02896740846335888,0.13385377824306488
14400,0.07165704667568207,0.020239805802702904,0.015565632842481136,0.09967967122793198
14600,0.09411800652742386,0.02214573137462139,0.024239882826805115,0.12838368117809296
14800,0.08038729429244995,0.029083658009767532,0.015847567468881607,0.11739473044872284
15000,0.08399318903684616,0.026608310639858246,0.018087277188897133,0.1196451410651207
15200,0.06468727439641953,0.029345054179430008,0.012953019700944424,0.10050883889198303
15400,0.06990990787744522,0.02198770083487034,0.012537052854895592,0.09816613048315048
15600,0.06411298364400864,0.018380412831902504,0.01616019569337368,0.09057348966598511
15800,0.09588358551263809,0.03518953174352646,0.017873788252472878,0.1400100141763687
16000,0.0696709007024765,0.024012861773371696,0.016346009448170662,0.1018567681312561
16200,0.10687018930912018,0.02986879274249077,0.018750982359051704,0.14611448347568512
16400,0.08418567478656769,0.02463999018073082,0.020824428647756577,0.11923788487911224
16600,0.09609922766685486,0.027638066560029984,0.02497613988816738,0.1362253576517105
16800,0.0750696137547493,0.022577015683054924,0.01564197987318039,0.10546761751174927
17000,0.08905406296253204,0.024853495880961418,0.01362927258014679,0.120722196996212
17200,0.10264140367507935,0.028355976566672325,0.029012460261583328,0.14550361037254333
17400,0.13025395572185516,0.038694966584444046,0.0375792495906353,0.1877385377883911
17600,0.07515422999858856,0.02220165729522705,0.028433475643396378,0.11157262325286865
17800,0.0973915234208107,0.02819647081196308,0.028058841824531555,0.1396174132823944
18000,0.09225594252347946,0.03291086107492447,0.015728212893009186,0.13303090631961823
18200,0.06469006091356277,0.018790725618600845,0.014319277368485928,0.09064042568206787
18400,0.0818420797586441,0.024207863956689835,0.014081674627959728,0.11309077590703964
18600,0.09940896928310394,0.02985382452607155,0.038456372916698456,0.14849098026752472
18800,0.07545595616102219,0.022818399593234062,0.015806278213858604,0.10617749392986298
19000,0.06024296581745148,0.01933867111802101,0.013410411775112152,0.08628684282302856
19200,0.07279790192842484,0.02374066598713398,0.021268241107463837,0.10717268288135529
19400,0.055220890790224075,0.019271964207291603,0.010849319398403168,0.07991752028465271
19600,0.08454351872205734,0.027276067063212395,0.022882681339979172,0.12326093018054962
19800,0.10920704901218414,0.031041033565998077,0.03234691172838211,0.15642154216766357
20000,0.04333629086613655,0.014120860956609249,0.007662959396839142,0.061288632452487946
20200,0.04304599389433861,0.01212382037192583,0.008243732154369354,0.05929167941212654
20400,0.062333110719919205,0.01860463246703148,0.011074863374233246,0.0864751785993576
20600,0.0862828865647316,0.02865786850452423,0.019403506070375443,0.1246425062417984
20800,0.08626207709312439,0.02522951178252697,0.03212297335267067,0.1275530755519867
21000,0.06704070419073105,0.01936373859643936,0.02049751579761505,0.09665320068597794
21200,0.08631506562232971,0.02589837834239006,0.01661205105483532,0.1205194741487503
21400,0.0631662979722023,0.01766054518520832,0.01739419624209404,0.08952394127845764
21600,0.06257455796003342,0.018729694187641144,0.015719767659902573,0.089164137840271
21800,0.0652216225862503,0.02481253445148468,0.021902963519096375,0.10098563879728317
22000,0.05668162554502487,0.01655702479183674,0.013134891167283058,0.07980609685182571
22200,0.08926145732402802,0.02620892971754074,0.027771543711423874,0.12935616075992584
22400,0.08816855400800705,0.024475853890180588,0.049921002238988876,0.13760490715503693
22600,0.0848722830414772,0.02409977838397026,0.02543109841644764,0.12168760597705841
22800,0.05974828079342842,0.01789379119873047,0.019577588886022568,0.08743086457252502
23000,0.07355283200740814,0.019454995170235634,0.016248401254415512,0.10113202780485153
23200,0.06270770728588104,0.017552008852362633,0.02299249731004238,0.09175596386194229
23400,0.05431387946009636,0.016029968857765198,0.017678089439868927,0.07918289303779602
23600,0.06647182255983353,0.01914702169597149,0.02235138602554798,0.09679453819990158
23800,0.04635237157344818,0.015344911254942417,0.018395740538835526,0.07089515030384064
24000,0.05733088403940201,0.01731363870203495,0.018063675612211227,0.08367636054754257
24200,0.07065997272729874,0.021127259358763695,0.014777826145291328,0.09917614609003067
24400,0.05399848893284798,0.017012834548950195,0.015527229756116867,0.07877493649721146
24600,0.04581345245242119,0.011997533962130547,0.012769173830747604,0.06419557332992554
24800,0.0701509490609169,0.02192337065935135,0.017169125378131866,0.10065887868404388
25000,0.06418115645647049,0.016238408163189888,0.010366414673626423,0.085602767765522
25200,0.04713184013962746,0.01670673117041588,0.008594438433647156,0.06813579052686691
25400,0.08234786987304688,0.021561749279499054,0.024608943611383438,0.1162140890955925
