step,loss,ppl
200,3.76544451713562,43.18289713186021
400,3.7064623832702637,40.70953675358707
600,2.7191145420074463,15.166886656494986
800,2.7876083850860596,16.242128397185603
1000,2.3543927669525146,10.531731704071325
1200,2.189389705657959,8.929761668352551
1400,2.4785892963409424,11.92443070892017
1600,2.226508855819702,9.267455514039673
1800,2.114866018295288,8.288475187687181
2000,2.1827232837677,8.870430094074898
2200,2.301487922668457,9.989034313457076
2400,2.0963664054870605,8.136551206154163
2600,2.0010437965393066,7.396772796746075
2800,2.127559185028076,8.394352724270092
3000,1.6533925533294678,5.2246747824972575
3200,1.9938936233520508,7.344073220293682
3400,1.9357317686080933,6.929112707773228
3600,1.7962191104888916,6.026817601559651
3800,1.8399887084960938,6.296467164041683
4000,1.8643594980239868,6.451802170267096
4200,1.8545074462890625,6.388550771143346
4400,1.9742344617843628,7.201104822246397
4600,1.8353735208511353,6.267474740777564
4800,1.8521684408187866,6.373625378035237
5000,1.7544677257537842,5.780370180795329
5200,1.830941915512085,6.2397612193045955
5400,1.6342029571533203,5.125371228104607
5600,1.507743000984192,4.5165254883815695
5800,1.7918195724487305,6.000360630161461
6000,1.452480435371399,4.27370202058768
6200,1.6180232763290405,5.043111619136584
6400,1.3258763551712036,3.7654838106890405
6600,1.3816618919372559,3.981512976613115
6800,1.39444100856781,4.0327196867066695
7000,1.3864566087722778,4.000649043260998
7200,1.2038215398788452,3.332829156642663
7400,1.2368580102920532,3.4447730020510594
7600,1.3349130153656006,3.7996654195367396
7800,1.1421570777893066,3.13352032741482
8000,1.159104347229004,3.1870774826287223
8200,0.9804298877716064,2.665601905321501
8400,1.0709911584854126,2.9182705356071668
8600,0.9809304475784302,2.6669365324987915
8800,1.0861212015151978,2.9627598079890927
9000,1.011867642402649,2.750733607324922
9200,0.8755980730056763,2.4003104256383816
9400,0.8871718645095825,2.4282525040352243
9600,0.9849094152450562,2.6775693264739058
9800,0.9011081457138062,2.4623302205404585
10000,0.7922703623771667,2.2084046176575143
10200,0.8108587265014648,2.249839153891046
10400,0.8537569642066956,2.3484533539028574
10600,0.7007122039794922,2.0151874210061504
10800,0.7706990242004395,2.1612765104550866
11000,0.8701744079589844,2.3873271860793177
11200,0.7928177714347839,2.2096138492900814
11400,0.7540194392204285,2.125526293455738
11600,0.6660529375076294,1.9465390266247415
11800,0.6137941479682922,1.8474275316229407
12000,0.627929151058197,1.8737263545925285
12200,0.5628672242164612,1.7556992738837756
12400,0.7329128384590149,2.0811337939707153
12600,0.6430044770240784,1.9021873807670333
12800,0.5774370431900024,1.781466752400661
13000,0.5325807332992554,1.703322462271842
13200,0.5397875905036926,1.7156424047400831
13400,0.5251078605651855,1.6906411920595699
13600,0.6041268706321716,1.8296539866312223
13800,0.5203934907913208,1.6826896423252493
14000,0.5559409856796265,1.743580897741806
14200,0.6169657111167908,1.853296065996228
14400,0.5066022872924805,1.659642615450409
14600,0.5255424380302429,1.6913760662914616
14800,0.42160069942474365,1.524399709460326
15000,0.5389066934585571,1.7141317658715818
15200,0.4340741038322449,1.5435332456072264
15400,0.4800783395767212,1.616201009736637
15600,0.5328962206840515,1.7038599237976362
15800,0.4770602881908417,1.611330585331813
16000,0.45709916949272156,1.5794855132600139
16200,0.4813619554042816,1.6182769229857707
16400,0.5083619952201843,1.6625656728273037
16600,0.5207419991493225,1.6832761759295176
16800,0.4417263865470886,1.5553901065495073
17000,0.45218542218208313,1.5717433576430104
17200,0.47260037064552307,1.6041601853647436
17400,0.43636175990104675,1.5470683608261155
17600,0.4546683728694916,1.5756507678392702
17800,0.4693637192249298,1.5989764714847141
18000,0.4117104709148407,1.5093973586220601
18200,0.4259166717529297,1.5309931948385975
18400,0.42062315344810486,1.5229102667755146
18600,0.40366923809051514,1.497308612388029
18800,0.41479188203811646,1.5140556057337193
19000,0.42285507917404175,1.5263130853848288
19200,0.3851533830165863,1.4698397526071996
19400,0.3846234679222107,1.4690610686723868
19600,0.39618563652038574,1.4861451747650423
19800,0.3584859073162079,1.4311608630885289
20000,0.37590551376342773,1.456309526063769
20200,0.382137268781662,1.4654132268156834
20400,0.4260587692260742,1.531210760560389
20600,0.33379489183425903,1.3962567305457783
20800,0.35882797837257385,1.4316505055382756
21000,0.33837249875068665,1.4026628962804324
21200,0.3969702124595642,1.4873116260362549
21400,0.4022103548049927,1.4951258064968087
21600,0.38474470376968384,1.4692391823326993
21800,0.3960398733615875,1.4859285653371566
22000,0.36547335982322693,1.441196051018581
22200,0.35365942120552063,1.424270027698135
22400,0.36231529712677,1.4366518427556298
22600,0.37713077664375305,1.4580949816711886
22800,0.36094930768013,1.434690731233692
23000,0.3449586033821106,1.4119314692703235
23200,0.30378419160842896,1.354976609211911
23400,0.32591092586517334,1.385291969693346
23600,0.34803053736686707,1.4162754984041497
23800,0.3692828118801117,1.4466966888354622
24000,0.33899807929992676,1.403540649429509
24200,0.33560481667518616,1.3987861386154616
24400,0.27794742584228516,1.3204167755844107
24600,0.34202542901039124,1.4077960959204936
24800,0.3184906244277954,1.3750507292360126
25000,0.3232121169567108,1.3815583717845241
25200,0.27632254362106323,1.3182729960074957
25400,0.3275477886199951,1.3875613593560965
25600,0.32939037680625916,1.390120420448402
25800,0.3338189125061035,1.3962902699733315
26000,0.30751460790634155,1.3600406757036627
26200,0.3048814535140991,1.356464189411564
26400,0.33188244700431824,1.3935890183194877
26600,0.30406609177589417,1.3553586311884591
26800,0.27403685450553894,1.3152632747231476
27000,0.2849079668521881,1.3296396515676212
27200,0.2999453544616699,1.349785045830187
27400,0.2841050922870636,1.32857254614382
27600,0.32798290252685547,1.3881652379686382
27800,0.3079233467578888,1.3605966907922507
28000,0.24796180427074432,1.2814109868321568
28200,0.26043322682380676,1.2974920732929685
28400,0.30533602833747864,1.3570809440508316
28600,0.27035248279571533,1.3104262720523827
28800,0.3268447518348694,1.3865861955070442
29000,0.25294482707977295,1.2878122225134911
29200,0.2983080744743347,1.3475768779752473
29400,0.28210198879241943,1.3259139414528787
29600,0.27818724513053894,1.3207334749695225
29800,0.31729423999786377,1.3734066236404618
30000,0.20007450878620148,1.2214937667875725
30200,0.2657458484172821,1.3044035003415588
30400,0.26181870698928833,1.299290968704585
30600,0.21351736783981323,1.23802499990125
30800,0.22381237149238586,1.2508363048603284
31000,0.27599576115608215,1.3178422778877397
31200,0.23101195693016052,1.2598743035882298
31400,0.2547968924045563,1.29019954493177
31600,0.2802223265171051,1.32342401188326
31800,0.2662249207496643,1.3050285536797606
32000,0.21661731600761414,1.241868767894045
32200,0.25259530544281006,1.2873621829312447
32400,0.2726570665836334,1.3134497417757065
32600,0.24537242949008942,1.2780972256755094
32800,0.22992150485515594,1.2585012198167205
33000,0.22422507405281067,1.2513526347440205
33200,0.24251380562782288,1.2744488436083805
33400,0.2494531124830246,1.2833233911978614
33600,0.262073278427124,1.299621773179554
33800,0.26774415373802185,1.30701270292012
34000,0.1909465193748474,1.2103947176841139
34200,0.20666562020778656,1.2295713592183917
34400,0.2193281650543213,1.2452398538477725
34600,0.19552303850650787,1.2159468071979087
34800,0.24100260436534882,1.2725243494222347
35000,0.1983395516872406,1.2193763648374487
35200,0.2106383591890335,1.2344658410995395
35400,0.18386663496494293,1.2018555269031064
35600,0.2823006510734558,1.3261773767074034
35800,0.18925505876541138,1.2083491132146857
36000,0.2179628312587738,1.24354084591216
36200,0.1847035437822342,1.2028617914077664
36400,0.201079860329628,1.2227224149394702
36600,0.26340657472610474,1.3013557097485489
36800,0.18807998299598694,1.206930045370149
37000,0.193299800157547,1.2132464704841843
37200,0.18446984887123108,1.2025807215720485
37400,0.1937020719051361,1.213734623440611
37600,0.19106732308864594,1.210540946693498
37800,0.192197784781456,1.211910190654418
38000,0.20527999103069305,1.2278688090917091
38200,0.22536897659301758,1.2527848792194696
38400,0.1979178488254547,1.2188622587424274
38600,0.19775402545928955,1.218662596979386
38800,0.21042500436306,1.23420248994946
39000,0.1558963507413864,1.1687050613987024
39200,0.22099967300891876,1.2473230227004943
39400,0.15955130755901337,1.172984443645398
39600,0.17762061953544617,1.194372113823825
39800,0.2272859513759613,1.2551887395750876
40000,0.14659184217453003,1.1578812682687758
40200,0.19039125740528107,1.20972281808663
40400,0.23121066391468048,1.2601246742863494
40600,0.20003774762153625,1.2214488640794172
40800,0.14586037397384644,1.1570346246250707
41000,0.18100431561470032,1.1984203512025244
41200,0.13888782262802124,1.1489952015118714
41400,0.16536065936088562,1.179818554593923
41600,0.18266278505325317,1.2004095437811402
41800,0.18528832495212555,1.203565408044192
42000,0.1510828584432602,1.1630930261668253
42200,0.19551335275173187,1.2159350298923497
42400,0.15893954038619995,1.1722670697238364
42600,0.21928486227989197,1.2451859326747474
42800,0.19232818484306335,1.212068234122157
43000,0.15840497612953186,1.171640585112152
43200,0.1714337170124054,1.1870054618564119
43400,0.15189771354198456,1.1640411646947821
43600,0.16340281069278717,1.177510908156599
43800,0.1687617003917694,1.1838379971772348
44000,0.15952914953231812,1.1729584529127353
44200,0.13975830376148224,1.1499958156018848
44400,0.14916688203811646,1.1608667008461584
44600,0.13402917981147766,1.1434261841183513
44800,0.17317119240760803,1.1890696473568338
45000,0.13261249661445618,1.141807458337814
45200,0.1973947137594223,1.2182247959083343
45400,0.15893030166625977,1.1722562395267129
45600,0.1271987408399582,1.1356426939380948
45800,0.11785469204187393,1.1250806163219793
46000,0.2173546701669693,1.2427848026749495
46200,0.13909174501895905,1.1492295312522682
46400,0.1546151041984558,1.1672086209383752
46600,0.11664745956659317,1.1237232019868397
46800,0.1798059493303299,1.1969850648303042
47000,0.1260792315006256,1.1343720427217472
47200,0.1899765133857727,1.209221196811968
47400,0.144820436835289,1.1558320067801893
47600,0.17055152356624603,1.1859587551841746
47800,0.09560145437717438,1.1003204486971476
48000,0.12591634690761566,1.1341872860406634
48200,0.11351875960826874,1.1202129034505137
48400,0.13084357976913452,1.1397894812336915
48600,0.14587852358818054,1.1570556245478485
48800,0.11471687257289886,1.121555849393109
49000,0.12266280502080917,1.1305031566825112
49200,0.11413763463497162,1.1209063898096099
49400,0.11891897022724152,1.1262786524875055
49600,0.11598126590251923,1.1229748340161814
49800,0.12452114373445511,1.132605967726901
50000,0.15029296278953552,1.1621746667923676
50200,0.0962078645825386,1.1009878965995648
50400,0.11386189609766006,1.1205973553295365
50600,0.09771137684583664,1.1026444904463593
50800,0.103541299700737,1.1090915975702809
51000,0.09647071361541748,1.1012773282401442
51200,0.15370896458625793,1.1661514460176166
51400,0.08636719733476639,1.0902065757646968
51600,0.12591512501239777,1.134185900183489
51800,0.07085531949996948,1.0734259108355746
52000,0.08812650293111801,1.092126270464287
52200,0.14276812970638275,1.1534623170102143
52400,0.1075926274061203,1.113594005293638
52600,0.08303873986005783,1.0865839018411871
52800,0.10510777682065964,1.1108303256651142
53000,0.13243858516216278,1.1416089022105878
53200,0.09333702176809311,1.097831666096386
53400,0.11632300913333893,1.1233586686467951
53600,0.1042405292391777,1.1098673783689552
53800,0.10988134145736694,1.1161456223880604
54000,0.1330633908510208,1.1423224088254242
54200,0.1229119822382927,1.1307848874124315
54400,0.09522191435098648,1.0999029122861363
54600,0.11574824899435043,1.1227131923770544
54800,0.13136006891727448,1.140378322183803
55000,0.1101895347237587,1.1164896639661186
55200,0.13063180446624756,1.139548127528355
55400,0.09502743184566498,1.0996890212118546
55600,0.086238332092762,1.090066095082209
55800,0.12486939877271652,1.1330004721516163
56000,0.08535552024841309,1.089104196472562
56200,0.08358389884233475,1.0871764243100717
56400,0.08752661198377609,1.0914713102732674
56600,0.08508419990539551,1.088808740431823
56800,0.11087489128112793,1.1172551197536624
57000,0.11258365958929062,1.119165881954442
57200,0.07804135978221893,1.0811673745925117
57400,0.06456062942743301,1.066690249103202
57600,0.06919381767511368,1.0716438925491427
57800,0.11428447812795639,1.1210709997048487
58000,0.038268715143203735,1.0390103931961134
58200,0.10450094938278198,1.1101564478291333
58400,0.1036304384469986,1.109190465011172
58600,0.08438907563686371,1.088052146046584
58800,0.07705479860305786,1.080101262811282
59000,0.13333795964717865,1.142636097976695
59200,0.08271478861570358,1.0862319586433866
59400,0.11779460310935974,1.1250130134598644
59600,0.0958767980337143,1.1006234566666042
59800,0.08558481931686401,1.089353955683942
60000,0.09884640574455261,1.1038967343400916
60200,0.0700889602303505,1.0726035960730729
60400,0.09669045358896255,1.1015193494810143
60600,0.0730222836136818,1.0757545083454978
60800,0.07446877658367157,1.0773117056452122
61000,0.08381331712007523,1.0874258710656652
61200,0.11911607533693314,1.1265006696444866
61400,0.07470473647117615,1.0775659379872213
61600,0.05177301540970802,1.0531366695859885
61800,0.10694003850221634,1.1128675232751637
62000,0.11086399853229523,1.117242949840543
62200,0.0704282820224762,1.0729676156039198
62400,0.10053109377622604,1.1057580233620854
62600,0.0401199646294117,1.040935642160922
62800,0.056069791316986084,1.0576714974475487
63000,0.12595929205417633,1.1342359949257874
63200,0.06539930403232574,1.067585230372984
63400,0.05441636964678764,1.0559241654101175
63600,0.09334767609834671,1.0978433628198296
63800,0.11124930530786514,1.1176735140634035
64000,0.10426230728626251,1.109891549376177
64200,0.09871285408735275,1.1037493169459809
64400,0.10457805544137955,1.110242050917468
64600,0.13284415006637573,1.1420719926159217
64800,0.07626216858625412,1.0792454813330385
65000,0.0810529962182045,1.084428365646218
65200,0.0763324722647667,1.0793213589276
65400,0.07008261233568192,1.0725967873200344
65600,0.05984640121459961,1.0616734622666106
65800,0.05895151570439339,1.060723811046591
66000,0.05804453045129776,1.059762186347996
66200,0.1250491589307785,1.1332041588023984
66400,0.09766840189695358,1.102597105373939
66600,0.11349267512559891,1.1201836836575405
66800,0.05759783461689949,1.059288900709133
67000,0.11031002551317215,1.1166241987920429
67200,0.11250155419111252,1.119073996166288
67400,0.0660482794046402,1.0682782917609042
67600,0.04880855977535248,1.0500193155638766
67800,0.06810443103313446,1.07047709367059
68000,0.07500594854354858,1.077890562744514
68200,0.09179870039224625,1.096144146483878
68400,0.09427345544099808,1.0988601941346838
68600,0.08145162463188171,1.0848607357771463
68800,0.10855837166309357,1.1146699717794513
69000,0.12516775727272034,1.1333385629066084
69200,0.07136087864637375,1.0739687283243964
69400,0.07546847313642502,1.0783892289520152
69600,0.08536117523908615,1.0891103553640493
69800,0.09565407037734985,1.1003783446811835
70000,0.12132374197244644,1.128990354773957
70200,0.08953684568405151,1.0936676295019099
70400,0.10496195405721664,1.1106683531272379
70600,0.05811390280723572,1.0598357070977211
70800,0.0739840492606163,1.076789629768482
71000,0.07713492214679718,1.0801878078191558
71200,0.06585273146629333,1.0680694125669832
71400,0.052564188838005066,1.0539702130305624
71600,0.046780213713645935,1.0478916715490765
71800,0.0708647072315216,1.073435987917167
72000,0.0852685421705246,1.089009472402451
72200,0.04255025461316109,1.0434684941615666
72400,0.06721039116382599,1.0695204721622706
72600,0.05742153525352478,1.0591021652114665
72800,0.10025894641876221,1.1054571351828515
73000,0.08517991006374359,1.08891295547592
73200,0.12132430076599121,1.1289909856466556
73400,0.09528433531522751,1.0999715714293554
73600,0.07780171930789948,1.0809083141719664
73800,0.050209302455186844,1.0514911530259576
74000,0.08585502207279205,1.0896483418951408
74200,0.07396355271339417,1.0767675595251698
74400,0.09581468999385834,1.1005551012238244
74600,0.0735667422413826,1.0763403716435458
74800,0.07597781717777252,1.078938639987776
75000,0.11959344148635864,1.1270385513045142
75200,0.0658293291926384,1.0680444176067783
75400,0.058506451547145844,1.0602518259371736
