step,total_loss,val_loss,lr_inbetween,lr_selector,selector_budget_weight,selector_entropy_weight,selector_ratio,selector_budget,selector_entropy
104200,0.03180224588140845,,9.168747847971946e-07,4.584373923985973e-07,5.0,0.02,0.10105580650269985,0.0002675241907468262,0.00014177601269693696
104400,0.03964878572151065,,9.065400406748912e-07,4.532700203374456e-07,5.0,0.02,0.08575819432735443,0.0009990331286786613,0.0002446619162128627
104600,0.04061848996207118,,8.963292846176132e-07,4.481646423088066e-07,5.0,0.02,0.11572886630892754,0.0007131436902056976,0.0001528625359696889
104800,0.04036073526367545,,8.862428081007979e-07,4.4312140405039896e-07,5.0,0.02,0.09851531498134136,0.00026172076195507543,8.706928701940342e-05
105000,0.03762515773996711,,8.762808990522056e-07,4.381404495261028e-07,5.0,0.02,0.09606199152767658,0.00014437815548262734,5.555485267905169e-05
105200,0.03499695099890232,,8.664438418437077e-07,4.3322192092185384e-07,5.0,0.02,0.10913752391934395,0.0009722972026793286,4.972605415787257e-05
105400,0.032967602368444204,,8.567319172831607e-07,4.2836595864158036e-07,5.0,0.02,0.08317386172711849,0.0009162830446030057,9.740162249727291e-05
105600,0.044313667342066765,,8.471454026063973e-07,4.2357270130319865e-07,5.0,0.02,0.09820217173546553,0.0007259083995450055,0.00017143515651696362
105800,0.03581651812419295,,8.376845714693071e-07,4.1884228573465353e-07,5.0,0.02,0.09043598175048828,0.0009735761086631101,7.271057029356598e-05
106000,0.03866790980100632,,8.283496939400304e-07,4.141748469700152e-07,5.0,0.02,0.09989355225116014,0.0009010679752918804,9.817142517931643e-05
106200,0.03882603952661157,,8.191410364912425e-07,4.0957051824562124e-07,5.0,0.02,0.11459146626293659,0.0010603228001855314,5.820746400786447e-05
106400,0.03308709943667054,,8.100588619925527e-07,4.0502943099627636e-07,5.0,0.02,0.08050407655537128,0.0007134394018066814,0.00011623710906860651
106600,0.04247548896819353,,8.01103429702997e-07,4.005517148514985e-07,5.0,0.02,0.07887336891144514,0.0008990954502223758,5.27488514308061e-05
106800,0.027863680850714445,,7.92274995263638e-07,3.96137497631819e-07,5.0,0.02,0.10349196940660477,0.0006287914120548521,9.751810898706026e-05
107000,0.055523164104670286,,7.835738106902682e-07,3.917869053451341e-07,5.0,0.02,0.12040307652205229,0.003175250385538675,9.204332263834658e-05
107200,0.03285770118236542,,7.750001243662164e-07,3.875000621831082e-07,5.0,0.02,0.09812547080218792,0.0009671314248862473,8.450254540548485e-05
107400,0.04048805683851242,,7.665541810352541e-07,3.8327709051762703e-07,5.0,0.02,0.1321323700249195,0.0015257966185231453,0.00014439616120398568
107600,0.03478796221315861,,7.582362217946138e-07,3.791181108973069e-07,5.0,0.02,0.07944164797663689,0.0005126902760821395,7.464820055247401e-05
107800,0.043182557448744774,,7.500464840881008e-07,3.750232420440504e-07,5.0,0.02,0.12946204654872417,0.0019098500481504743,0.0001707863823412481
108000,0.047654299065470695,,7.41985201699324e-07,3.70992600849662e-07,5.0,0.02,0.07460895460098982,0.0010701508272177307,9.630150293560291e-05
108200,0.039778719656169415,,7.340526047450118e-07,3.670263023725059e-07,5.0,0.02,0.09547480847686529,0.0007192613146571603,0.00019958485700044548
108400,0.029400119557976723,,7.262489196684519e-07,3.6312445983422593e-07,5.0,0.02,0.08013601042330265,0.000508706264099601,5.018809633838828e-05
108600,0.036122546531260014,,7.185743692330221e-07,3.5928718461651106e-07,5.0,0.02,0.08659339230507612,0.0012515718826762168,0.0001861217506302637
108800,0.03050338150933385,,7.110291725158314e-07,3.555145862579157e-07,5.0,0.02,0.07921629399061203,0.0009342858647869434,7.82695724410587e-05
109000,0.03369641490280628,,7.036135449014717e-07,3.5180677245073584e-07,5.0,0.02,0.11617127433419228,0.0004927062691422179,7.706462429268868e-05
109200,0.04628617409616709,,6.963276980758624e-07,3.481638490379312e-07,5.0,0.02,0.11156928353011608,0.00038014787423890084,0.0001519109666787699
109400,0.0740019278600812,,6.891718400202116e-07,3.445859200101058e-07,5.0,0.02,0.15111536532640457,0.00742501101376547,8.035613973333966e-05
109600,0.03521191515028477,,6.821461750050782e-07,3.410730875025391e-07,5.0,0.02,0.08428829628974199,0.000658256762108067,3.523210534694954e-05
109800,0.03588910074904561,,6.752509035845413e-07,3.3762545179227063e-07,5.0,0.02,0.0901081059128046,0.0006320142206277524,2.167256070606527e-05
110000,0.031791182700544596,,6.684862225904738e-07,3.342431112952369e-07,5.0,0.02,0.07538900524377823,0.0009038043435793952,7.434234794345684e-05
110200,0.03357048099860549,,6.618523251269261e-07,3.3092616256346306e-07,5.0,0.02,0.10464995913207531,0.00025924937244781177,0.00012099285686417716
110400,0.04174308851361275,,6.553494005646102e-07,3.276747002823051e-07,5.0,0.02,0.10049439780414104,0.0016612071589179322,0.00013271038187667727
110600,0.03774094441905618,,6.489776345354989e-07,3.2448881726774946e-07,5.0,0.02,0.12633360922336578,0.001557438935378741,0.0002590641852293629
110800,0.038681101985275745,,6.427372089275199e-07,3.2136860446375995e-07,5.0,0.02,0.08984763361513615,0.0002128067556128599,0.00017530553941469407
111000,0.038275614846497774,,6.366283018793719e-07,3.183141509396859e-07,5.0,0.02,0.08503689244389534,0.00034698486540207796,3.0258173410402378e-05
111200,0.04508512420579791,,6.306510877754325e-07,3.1532554388771624e-07,5.0,0.02,0.10192815866321325,0.0032496468775207177,0.0002990059704188752
111400,0.0365273910574615,,6.248057372407829e-07,3.1240286862039143e-07,5.0,0.02,0.10325850918889046,0.0005977716679694822,8.838812846079236e-05
111600,0.038781282026320696,,6.190924171363378e-07,3.095462085681689e-07,5.0,0.02,0.09664853475987911,0.0010307000047760084,2.6524649001657963e-05
111800,0.030583464540541172,,6.13511290554083e-07,3.067556452770415e-07,5.0,0.02,0.09448211267590523,0.0006513277148769703,4.9252958206125186e-05
112000,0.04846134036779404,,6.080625168124161e-07,3.0403125840620806e-07,5.0,0.02,0.12680182233452797,0.0017175584540183308,6.364550199577934e-05
112200,0.038003996945917606,,6.027462514516023e-07,3.0137312572580116e-07,5.0,0.02,0.08629315812140703,0.002066874600814117,3.82020032247965e-05
112400,0.046467521227896214,,5.975626462293331e-07,2.9878132311466657e-07,5.0,0.02,0.10612242855131626,0.00043731212372222217,0.0001257721032743575
112600,0.03438837081193924,,5.925118491163936e-07,2.962559245581968e-07,5.0,0.02,0.0814373567700386,0.0005741995735206729,0.00013598700707007083
112800,0.028607762418687344,,5.875940042924392e-07,2.937970021462196e-07,5.0,0.02,0.07745704520493746,0.0010290803535326631,1.5262290617101826e-05
113000,0.030675990972667933,,5.828092521418808e-07,2.914046260709404e-07,5.0,0.02,0.09895213693380356,0.000414845286286436,6.761364693375072e-05
113200,0.03524043597280979,,5.781577292498747e-07,2.8907886462493736e-07,5.0,0.02,0.10870440118014812,8.345541482412955e-05,0.00011262713269388769
113400,0.02890750765800476,,5.736395683984262e-07,2.868197841992131e-07,5.0,0.02,0.1015325728803873,0.0006664708344032988,0.0001376236391479324
113600,0.044748233165591955,,5.69254898562598e-07,2.84627449281299e-07,5.0,0.02,0.11033353209495544,0.0016178383606302305,0.00022338867574944743
113800,0.03763718670234084,,5.650038449068292e-07,2.825019224534146e-07,5.0,0.02,0.09229781851172447,0.0006518205154861789,0.00010770264611892344
114000,0.02647210657596588,,5.608865287813618e-07,2.804432643906809e-07,5.0,0.02,0.08711219392716885,0.0006929312895778139,5.980232208457892e-05
114200,0.03471550717949867,,5.56903067718777e-07,2.784515338593885e-07,5.0,0.02,0.10797626338899136,0.0003950371765313321,6.429240602301434e-05
114400,0.03886511642485857,,5.530535754306396e-07,2.765267877153198e-07,5.0,0.02,0.11665415577590466,0.0003567441208360833,0.00018008928054769058
114600,0.03514254279434681,,5.493381618042519e-07,2.7466908090212594e-07,5.0,0.02,0.10107789561152458,0.0005310622254910413,0.0001717259387987724
114800,0.03094895277172327,,5.457569328995193e-07,2.7287846644975966e-07,5.0,0.02,0.09725147671997547,0.000183019945666274,9.558731835568324e-05
115000,0.03563555842265487,,5.423099909459179e-07,2.7115499547295895e-07,5.0,0.02,0.08258296642452478,0.0014747726927453186,8.0915409625959e-05
115200,0.042648425325751305,,5.389974343395813e-07,2.6949871716979064e-07,5.0,0.02,0.09491090662777424,0.0008052931389102014,7.37156190098176e-05
115400,0.03318821545690298,,5.358193576404884e-07,2.679096788202442e-07,5.0,0.02,0.10276872478425503,0.001065159282006789,1.6522192709089722e-05
115600,0.03597545111551881,,5.327758515697661e-07,2.6638792578488305e-07,5.0,0.02,0.10357405804097652,0.0017633380921324715,0.00010467185779816646
115800,0.02953195944428444,,5.298670030070978e-07,2.649335015035489e-07,5.0,0.02,0.0777061227709055,0.0007701860868110089,0.0002615021712699672
116000,0.0490247025154531,,5.270928949882458e-07,2.635464474941229e-07,5.0,0.02,0.1081464709714055,0.002625325447297655,9.599707686902548e-05
116200,0.04431293811649084,,5.244536067026774e-07,2.622268033513387e-07,5.0,0.02,0.08532367460429668,0.00034138748378609307,0.00011124320781163988
116400,0.0388846630230546,,5.219492134913085e-07,2.6097460674565424e-07,5.0,0.02,0.07583514880388975,0.0010468492812378827,1.670223878136312e-05
116600,0.044831554405391216,,5.195797868443496e-07,2.597898934221748e-07,5.0,0.02,0.09425845555961132,0.0003409271921555046,0.00020706608393084025
116800,0.05413498729467392,,5.173453943992672e-07,2.586726971996336e-07,5.0,0.02,0.10472569055855274,0.00010899823109866702,0.00016863959262991557
117000,0.03260476468130946,,5.152460999388505e-07,2.5762304996942523e-07,5.0,0.02,0.06846903311088681,0.0015683822703067563,0.00011536953229551727
117200,0.030156774446368217,,5.132819633893944e-07,2.566409816946972e-07,5.0,0.02,0.08580094575881958,0.00032162182515094173,0.00013896672953706002
117400,0.039860439486801624,,5.114530408189852e-07,2.557265204094926e-07,5.0,0.02,0.07891499996185303,0.0011845875915241777,0.00021177078360778978
117600,0.03744621854275465,,5.097593844359026e-07,2.548796922179513e-07,5.0,0.02,0.10229665227234364,0.0011851855686018098,0.00012371221509965835
117800,0.037543531972914934,,5.082010425871273e-07,2.5410052129356364e-07,5.0,0.02,0.1005431730300188,0.0004536878041108139,0.000160962531936093
118000,0.0378110995516181,,5.067780597569633e-07,2.5338902987848163e-07,5.0,0.02,0.08511283807456493,0.0009318433440057561,0.00012028198489133501
118200,0.0384236010722816,,5.054904765657661e-07,2.5274523828288303e-07,5.0,0.02,0.09741862304508686,0.0005271093250485137,5.329906935003237e-05
118400,0.03700271248817444,,5.043383297687832e-07,2.521691648843916e-07,5.0,0.02,0.07798350788652897,0.0018097571628459264,0.0002132099907612428
118600,0.035929455887526274,,5.033216522551067e-07,2.5166082612755336e-07,5.0,0.02,0.09397660382091999,0.00028931268343512784,0.00015619350028828194
118800,0.03937471145763993,,5.024404730467325e-07,2.5122023652336626e-07,5.0,0.02,0.09061240218579769,0.0014637751137343002,5.853861171090102e-05
119000,0.035474843345582485,,5.016948172977328e-07,2.508474086488664e-07,5.0,0.02,0.10297507420182228,0.00035838071033822416,0.00013374031937019026
119200,0.03087141504511237,,5.010847062935375e-07,2.5054235314676876e-07,5.0,0.02,0.10078734531998634,0.0005010463117969266,9.041042994795134e-05
119400,0.03126981249079108,,5.006101574503269e-07,2.5030507872516344e-07,5.0,0.02,0.089490064419806,0.0006161438690540783,0.0002387450338119379
119600,0.039284052792936563,,5.002711843145351e-07,2.5013559215726753e-07,5.0,0.02,0.1249077059328556,0.0017716929210678245,0.00018557554176368285
119800,0.0367950489744544,,5.000677965624629e-07,2.5003389828123143e-07,5.0,0.02,0.10944286733865738,0.0008065789388638223,0.00012446250184439123
120000,0.03188269259408116,,5.000000000000001e-07,2.5000000000000004e-07,5.0,0.02,0.09601392783224583,0.0006025368311384227,0.00012528857382676506
