step,total_loss,val_loss,lr_selector,selector_budget_weight,selector_entropy_weight,selector_aux_weight,selector_ratio,selector_budget,selector_entropy,selector_aux
9200,0.02514658495783806,,4.872527536523015e-05,2.0444444444444447,0.008177777777777779,0.5,0.15863364934921265,0.001711175194941461,0.40727654099464417,0.036635130643844604
9400,0.026058536022901535,,4.865883430681617e-05,2.088888888888889,0.008355555555555557,0.5,0.16330334544181824,0.0013466447126120329,0.4112512767314911,0.03961862623691559
9600,0.026386018842458725,,4.8590755671593714e-05,2.1333333333333333,0.008533333333333334,0.5,0.16343653202056885,0.0013368873624131083,0.4104156196117401,0.04006355628371239
9800,0.026934511959552765,,4.8521044434564716e-05,2.1777777777777776,0.00871111111111111,0.5,0.16646121442317963,0.0011248503578826785,0.413573682308197,0.04176430404186249
10000,0.026109769940376282,0.035425375774502756,4.844970569003724e-05,2.2222222222222223,0.008888888888888889,0.5,0.1649225801229477,0.0012304255506023765,0.41602396965026855,0.039354998618364334
10200,0.026057476177811623,,4.837674465125316e-05,2.2666666666666666,0.009066666666666666,0.5,0.1613348424434662,0.0014949946198612452,0.4108469784259796,0.03788761794567108
10400,0.026227636262774467,,4.830216665000723e-05,2.311111111111111,0.009244444444444444,0.5,0.16374532878398895,0.0013144013937562704,0.414760559797287,0.03871135413646698
10600,0.026563039049506187,,4.822597713625742e-05,2.3555555555555556,0.009422222222222222,0.5,0.16515815258026123,0.0012139545287936926,0.4160912036895752,0.03956599533557892
10800,0.02590801566839218,,4.8148181677726676e-05,2.4,0.0096,0.5,0.16372369229793549,0.0013159706722944975,0.4179595410823822,0.03747455030679703
11000,0.027707580476999283,0.03523482419550419,4.8068785959496014e-05,2.444444444444444,0.009777777777777778,0.5,0.14895747601985931,0.0026053395122289658,0.385145902633667,0.03514620289206505
11200,0.026533756405115128,,4.79877957835891e-05,2.488888888888889,0.009955555555555556,0.5,0.16394354403018951,0.0013000682229176164,0.4162658452987671,0.03830774873495102
11400,0.02631276473402977,,4.790521706854823e-05,2.5333333333333337,0.010133333333333334,0.5,0.16531705856323242,0.0012029065983369946,0.4205591678619385,0.0380074717104435
11600,0.027637038379907608,,4.782105584900184e-05,2.5777777777777775,0.010311111111111111,0.5,0.16933952271938324,0.0009400650742463768,0.42087268829345703,0.04174818843603134
11800,0.027017856016755104,,4.7735318275223494e-05,2.6222222222222227,0.01048888888888889,0.5,0.16802819073200226,0.0010221967240795493,0.4226749837398529,0.03980807587504387
12000,0.02708945795893669,0.03437336236238479,4.7648010612682454e-05,2.6666666666666665,0.010666666666666666,0.5,0.16649749875068665,0.0011224177433177829,0.42034798860549927,0.0392252616584301
12200,0.027037564665079117,,4.75591392415858e-05,2.7111111111111112,0.010844444444444446,0.5,0.16854408383369446,0.0009894748218357563,0.4247746765613556,0.03949708491563797
12400,0.027897823601961136,,4.74687106564122e-05,2.7555555555555555,0.011022222222222223,0.5,0.1693827360868454,0.0009374170331284404,0.42210403084754944,0.04132438823580742
12600,0.02774990350008011,,4.737673146543729e-05,2.8000000000000003,0.011200000000000002,0.5,0.1686796396970749,0.0009809652110561728,0.422379732131958,0.04054509475827217
12800,0.02747853845357895,,4.728320839025077e-05,2.8444444444444446,0.011377777777777778,0.5,0.16882021725177765,0.0009721790556795895,0.42478570342063904,0.039760224521160126
13000,0.028053637593984604,0.03395559825003147,4.7188148265265214e-05,2.8888888888888884,0.011555555555555555,0.5,0.16808666288852692,0.0010184613056480885,0.4210401773452759,0.04049212858080864
13200,0.028288211673498154,,4.709155803721665e-05,2.9333333333333336,0.011733333333333333,0.5,0.17148816585540771,0.0008129248744808137,0.42612361907958984,0.04180756211280823
13400,0.027986830100417137,,4.6993444764656835e-05,2.9777777777777774,0.01191111111111111,0.5,0.17006899416446686,0.000895865261554718,0.4260154366493225,0.04048965126276016
13600,0.028202204033732414,,4.689381561743753e-05,3.022222222222222,0.012088888888888889,0.5,0.16956594586372375,0.0009262318490073085,0.4246216416358948,0.040539443492889404
13800,0.028713900595903397,,4.679267787618647e-05,3.0666666666666664,0.012266666666666665,0.5,0.1723676323890686,0.0007635478978045285,0.4271288216114044,0.042265813797712326
14000,0.029056081548333168,0.033625197038054465,4.669003893177539e-05,3.111111111111111,0.012444444444444445,0.5,0.173676535487175,0.0006929249502718449,0.42809730768203735,0.043145764619112015
14200,0.028325922787189484,,4.6585906284779836e-05,3.1555555555555554,0.012622222222222222,0.5,0.17165231704711914,0.0008035912760533392,0.42930957674980164,0.04074260964989662
14400,0.030141450464725494,,4.6480287544931105e-05,3.2,0.0128,0.5,0.17728258669376373,0.0005160809960216284,0.4293161928653717,0.04598948732018471
14600,0.028206344693899155,,4.6373190430560126e-05,3.2444444444444445,0.012977777777777777,0.5,0.1696052849292755,0.0009238388738594949,0.42792490124702454,0.03931097313761711
14800,0.02937990427017212,,4.6264622768033435e-05,3.2888888888888888,0.013155555555555556,0.5,0.17406752705574036,0.0006724933045916259,0.429363876581192,0.04303925856947899
15000,0.02950010448694229,0.03343237228691578,4.615459249118122e-05,3.333333333333333,0.013333333333333332,0.5,0.17324282228946686,0.0007159467204473913,0.42788687348365784,0.04281691461801529
15200,0.028800319880247116,,4.604310764071757e-05,3.3777777777777778,0.013511111111111113,0.5,0.17152521014213562,0.0008108137990348041,0.42958343029022217,0.04051484167575836
15400,0.029083777219057083,,4.593017636365286e-05,3.422222222222222,0.01368888888888889,0.5,0.1765725463628769,0.0005488457391038537,0.43049296736717224,0.0426250696182251
15600,0.02979450300335884,,4.5815806912698396e-05,3.466666666666667,0.013866666666666668,0.5,0.17624735832214355,0.0005641881143674254,0.4331628382205963,0.04366425424814224
15800,0.029471835121512413,,4.5700007645663324e-05,3.511111111111111,0.014044444444444444,0.5,0.1748315989971161,0.0006334485369734466,0.4331095516681671,0.04232988879084587
16000,0.02993694506585598,0.033271987736225125,4.5582787024843894e-05,3.555555555555556,0.014222222222222223,0.5,0.17389918863773346,0.0006812525098212063,0.4295351505279541,0.04281153902411461
16200,0.02916944958269596,,4.5464153616405e-05,3.5999999999999996,0.0144,0.5,0.17190676927566528,0.0007892297580838203,0.4312552511692047,0.04023629426956177
16400,0.03000638633966446,,4.5344116089754256e-05,3.644444444444445,0.014577777777777778,0.5,0.17603625357151031,0.0005742612993344665,0.4339098632335663,0.043176162987947464
16600,0.029063662514090538,,4.522268321690839e-05,3.6888888888888887,0.014755555555555555,0.5,0.17558477818965912,0.0005961032002232969,0.43901559710502625,0.04077357053756714
16800,0.030444679781794548,,4.509986387185228e-05,3.7333333333333334,0.014933333333333335,0.5,0.17648570239543915,0.0005529223126359284,0.43337053060531616,0.043817538768053055
17000,0.02980802208185196,0.03314854167401791,4.497566702989039e-05,3.7777777777777777,0.015111111111111112,0.5,0.17481514811515808,0.0006342768901959062,0.4346926808357239,0.04168635234236717
17200,0.03704816475510597,,4.485010176699095e-05,3.8222222222222224,0.01528888888888889,0.5,0.25786271691322327,0.0033480937127023935,0.33374544978141785,0.03829681873321533
17400,0.023964395746588707,,4.472317725912269e-05,3.8666666666666667,0.015466666666666667,0.5,0.18862280249595642,0.0001294406974921003,0.3861030042171478,0.03498433157801628
17600,0.029019642621278763,,4.4594902781584244e-05,3.9111111111111114,0.015644444444444447,0.5,0.17938104271888733,0.0004251415084581822,0.4331526458263397,0.04116086661815643
17800,0.026073066517710686,,4.4465287708326376e-05,3.9555555555555557,0.015822222222222224,0.5,0.18338847160339355,0.00027594296261668205,0.40266722440719604,0.03722093626856804
18000,0.02073032595217228,0.037720296531915665,4.4334341511266945e-05,4.0,0.016,0.5,0.1872951090335846,0.00016141432570293546,0.343180775642395,0.029187552630901337
18200,0.021169539541006088,,4.4202073759598745e-05,4.044444444444444,0.016177777777777777,0.5,0.18549107015132904,0.00021050912619102746,0.32378989458084106,0.03015989437699318
18400,0.027557827532291412,,4.406849411909017e-05,4.0888888888888895,0.016355555555555557,0.5,0.15958313643932343,0.001633523148484528,0.3547211289405823,0.03015374206006527
18600,0.021510398015379906,,4.393361235137892e-05,4.133333333333333,0.016533333333333334,0.5,0.20273832976818085,7.498433660657611e-06,0.36532849073410034,0.030878612771630287
18800,0.023567676544189453,,4.379743831325858e-05,4.177777777777778,0.016711111111111114,0.5,0.17168238759040833,0.0008018873631954193,0.3340299725532532,0.029271116480231285
19000,0.02936318702995777,0.034867807663977145,4.3659981955958376e-05,4.222222222222222,0.01688888888888889,0.5,0.16803033649921417,0.0010220595868304372,0.3993920087814331,0.036605075001716614
19200,0.026855293661355972,,4.352125332441594e-05,4.266666666666667,0.017066666666666667,0.5,0.19890011847019196,1.2097459602955496e-06,0.4212680757045746,0.03932098299264908
19400,0.026190049946308136,,4.338126255654324e-05,4.311111111111111,0.017244444444444444,0.5,0.168318971991539,0.0010036877356469631,0.351518452167511,0.03160259872674942
19600,0.026275916025042534,,4.324001988248576e-05,4.355555555555555,0.01742222222222222,0.5,0.24162758886814117,0.0017328559188172221,0.3289063274860382,0.025996174663305283
19800,0.02626940980553627,,4.3097535623874875e-05,4.4,0.0176,0.5,0.25259771943092346,0.002766519784927368,0.2472364753484726,0.019490724429488182
20000,0.08675198256969452,0.036095292493700984,4.295382019307359e-05,4.444444444444445,0.017777777777777778,0.5,0.3289296627044678,0.01662285625934601,0.17259179055690765,0.019608652219176292
20200,0.014167551882565022,,4.280888409241566e-05,4.488888888888889,0.017955555555555554,0.5,0.19613169133663177,1.496383538324153e-05,0.1602378487586975,0.022446442395448685
20400,0.027802065014839172,,4.266273791343804e-05,4.533333333333333,0.01813333333333333,0.5,0.13724252581596375,0.003938500769436359,0.08177579939365387,0.016929319128394127
20600,0.019511353224515915,,4.251539233610696e-05,4.5777777777777775,0.01831111111111111,0.5,0.2327595204114914,0.0010731859365478158,0.1471939980983734,0.02380652353167534
20800,0.014631135389208794,,4.236685812803739e-05,4.622222222222222,0.018488888888888888,0.5,0.17021898925304413,0.0008869087905623019,0.09665457904338837,0.017489220947027206
21000,0.011540886014699936,0.021639321371912955,4.2217146143706273e-05,4.666666666666667,0.018666666666666668,0.5,0.20131786167621613,1.7367515283694956e-06,0.1180698350071907,0.01865762285888195
21200,0.010928158648312092,,4.206626732365918e-05,4.711111111111111,0.018844444444444445,0.5,0.21445438265800476,0.00020892909378744662,0.09110908955335617,0.01645394042134285
21400,0.011054783128201962,,4.191423269371089e-05,4.7555555555555555,0.01902222222222222,0.5,0.21414101123809814,0.00019996811170130968,0.08591175079345703,0.016939181834459305
21600,0.02155560441315174,,4.1761053364139654e-05,4.8,0.0192,0.5,0.2471642643213272,0.0022244674619287252,0.1314353346824646,0.016709204763174057
21800,0.016430625692009926,,4.160674052887524e-05,4.844444444444445,0.01937777777777778,0.5,0.16147656738758087,0.001484055072069168,0.05402866378426552,0.01638849638402462
22000,0.010978205129504204,0.014025339856743813,4.145130546468096e-05,4.888888888888888,0.019555555555555555,0.5,0.21556268632411957,0.000242197114857845,0.07416027039289474,0.016687771305441856
22200,0.01005436573177576,,4.129475953032954e-05,4.933333333333334,0.019733333333333335,0.5,0.20230965316295624,5.334483830665704e-06,0.05855134129524231,0.01774527132511139
22400,0.010761125944554806,,4.1137114165773104e-05,4.977777777777778,0.019911111111111112,0.5,0.1999792456626892,4.308662315821721e-10,0.07655517756938934,0.018473651260137558
22600,0.010290702804923058,,4.097838089130717e-05,5.0,0.02,0.5,0.18096843361854553,0.0003622006333898753,0.04841914027929306,0.015022632665932178
22800,0.03780572861433029,,4.081857130672871e-05,5.0,0.02,0.5,0.12201351672410965,0.006081892177462578,0.03548387065529823,0.0133731784299016
23000,0.007010744418948889,0.013851240463554858,4.0657697090488564e-05,5.0,0.02,0.5,0.1872730255126953,0.00016197595687117428,0.033048223704099655,0.011079800315201283
23200,0.00621075602248311,,4.049576999883795e-05,5.0,0.02,0.5,0.19876033067703247,1.536787408440432e-06,0.05301658809185028,0.010285480879247189
23400,0.0263606496155262,,4.033280186496937e-05,5.0,0.02,0.5,0.14169566333293915,0.0033993960823863745,0.04676041379570961,0.016856923699378967
23600,0.018924100324511528,,4.0168804598151836e-05,5.0,0.02,0.5,0.1530199497938156,0.0022071253042668104,0.027567559853196144,0.01467424537986517
23800,0.009841974824666977,,4.000379018286065e-05,5.0,0.02,0.5,0.2091614305973053,8.393175812670961e-05,0.031893808394670486,0.017568880692124367
24000,0.011598233133554459,0.013330909283831715,3.983777067790153e-05,5.0,0.02,0.5,0.21686579287052155,0.0002844548725988716,0.045803364366292953,0.01851978339254856
24200,0.011477983556687832,,3.967075821552944e-05,5.0,0.02,0.5,0.19031177461147308,9.386176679981872e-05,0.055027686059474945,0.019816242158412933
24400,0.048843253403902054,,3.950276500056197e-05,5.0,0.02,0.5,0.11239046603441238,0.007675430737435818,0.025240737944841385,0.019922567531466484
24600,0.014814063906669617,,3.9333803309487436e-05,5.0,0.02,0.5,0.18574164807796478,0.00020330068946350366,0.07996644079685211,0.024396464228630066
24800,0.027697009965777397,,3.916388548956779e-05,5.0,0.02,0.5,0.2012840360403061,1.6487408629473066e-06,0.3864254951477051,0.039920512586832047
25000,0.03072822280228138,0.04949568510055542,3.8993023957936245e-05,5.0,0.02,0.5,0.1952100545167923,2.294360638188664e-05,0.38432708382606506,0.04585392773151398
25200,0.03189275413751602,,3.8821231200689954e-05,5.0,0.02,0.5,0.15659727156162262,0.0018837971147149801,0.2752622663974762,0.03393704816699028
25400,0.031376004219055176,,3.864851977197747e-05,5.0,0.02,0.5,0.17725922167301178,0.0005171431112103164,0.39913779497146606,0.041615068912506104
25600,0.030159486457705498,,3.8474902293081374e-05,5.0,0.02,0.5,0.17851261794567108,0.0004617077065631747,0.4133734107017517,0.03916696086525917
25800,0.0322321392595768,,3.8300391451495956e-05,5.0,0.02,0.5,0.18250836431980133,0.0003059574228245765,0.4282369613647461,0.044275227934122086
26000,0.029533537104725838,0.05846855752170086,3.8125e-05,5.0,0.02,0.5,0.18160203099250793,0.00033848537714220583,0.40328219532966614,0.03955093398690224
26200,0.03180225193500519,,3.79487407557249e-05,5.0,0.02,0.5,0.1797730028629303,0.00040913152042776346,0.42213451862335205,0.04262780398130417
26400,0.03269803896546364,,3.777162659921796e-05,5.0,0.02,0.5,0.17429891228675842,0.0006605460657738149,0.4287286698818207,0.0416414700448513
26600,0.03349510580301285,,3.759367047350118e-05,5.0,0.02,0.5,0.16339634358882904,0.001339827897027135,0.40440353751182556,0.03741579130291939
26800,0.03250079229474068,,3.7414885383125374e-05,5.0,0.02,0.5,0.1722492128610611,0.0007701063295826316,0.4133438766002655,0.04076676443219185
27000,0.030821222811937332,0.05255526788532734,3.7235284393219835e-05,5.0,0.02,0.5,0.18176059424877167,0.00033267601975239813,0.428642600774765,0.04116998240351677
27200,0.033553749322891235,,3.70548806285376e-05,5.0,0.02,0.5,0.18125604093074799,0.0003513361152727157,0.4287588596343994,0.04644378647208214
27400,0.033960793167352676,,3.6873687272496276e-05,5.0,0.02,0.5,0.19502553343772888,2.4745348127908073e-05,0.4483536183834076,0.04973999038338661
27600,0.03286586329340935,,3.6691717566214704e-05,5.0,0.02,0.5,0.18035487830638885,0.0003859309363178909,0.4336000680923462,0.04452841356396675
27800,0.0326627716422081,,3.650898480754526e-05,5.0,0.02,0.5,0.1778639405965805,0.0004900052445009351,0.43779852986335754,0.04291355237364769
28000,0.03408055752515793,0.038135314173996446,3.632550235010214e-05,5.0,0.02,0.5,0.18243421614170074,0.0003085568605456501,0.43829622864723206,0.04754369333386421
28200,0.03274635970592499,,3.614128360228548e-05,5.0,0.02,0.5,0.18132030963897705,0.00034893094561994076,0.4437389373779297,0.04425385221838951
28400,0.032241128385066986,,3.595634202630153e-05,5.0,0.02,0.5,0.17699994146823883,0.0005290028057061136,0.43894028663635254,0.04163461923599243
28600,0.03290481120347977,,3.577069113717886e-05,5.0,0.02,0.5,0.18083958327770233,0.00036712168366648257,0.4423741400241852,0.044443439692258835
28800,0.032121121883392334,,3.558434450178069e-05,5.0,0.02,0.5,0.19083189964294434,8.405411790590733e-05,0.449712872505188,0.045413192361593246
29000,0.03229416161775589,0.03319522738456726,3.539731573781353e-05,5.0,0.02,0.5,0.17697834968566895,0.0005299965268932283,0.4296506345272064,0.042102329432964325
29200,0.0318557471036911,,3.520961851283199e-05,5.0,0.02,0.5,0.17748108506202698,0.0005071016494184732,0.4169556200504303,0.04196225479245186
29400,0.032513972371816635,,3.502126654323997e-05,5.0,0.02,0.5,0.18055762350559235,0.0003780061088036746,0.43512529134750366,0.043842874467372894
29600,0.03275519981980324,,3.483227359328834e-05,5.0,0.02,0.5,0.18321341276168823,0.00028178960201330483,0.43859535455703735,0.045148689299821854
29800,0.033184729516506195,,3.464265347406911e-05,5.0,0.02,0.5,0.18448375165462494,0.00024075405963230878,0.4405760169029236,0.046338874846696854
30000,0.0322919599711895,0.03303136751055717,3.4452420042506055e-05,5.0,0.02,0.5,0.17845825850963593,0.00046404675231315196,0.44078493118286133,0.042312055826187134
30200,0.03151148930191994,,3.426158720034222e-05,5.0,0.02,0.5,0.18387937545776367,0.00025987462140619755,0.4423845708370209,0.04272884875535965
30400,0.031186388805508614,,3.407016889312389e-05,5.0,0.02,0.5,0.18290849030017853,0.00029211980290710926,0.43315720558166504,0.042125292122364044
30600,0.031181465834379196,,3.3878179109181584e-05,5.0,0.02,0.5,0.1792360544204712,0.00043114155414514244,0.42683932185173035,0.04097794368863106
30800,0.033220384269952774,,3.368563187860778e-05,5.0,0.02,0.5,0.17736651003360748,0.0005122750299051404,0.43253540992736816,0.044016603380441666
31000,0.032841213047504425,0.03288563042879104,3.3492541272231656e-05,5.0,0.02,0.5,0.18034934997558594,0.00038614816730841994,0.42739689350128174,0.04472506791353226
31200,0.033725496381521225,,3.329892140059078e-05,5.0,0.02,0.5,0.18096637725830078,0.00036227889358997345,0.43596795201301575,0.04638948664069176
31400,0.03238452970981598,,3.310478641290004e-05,5.0,0.02,0.5,0.18378566205501556,0.00026290485402569175,0.4382206201553345,0.044611189514398575
31600,0.035991497337818146,,3.2910150496017566e-05,5.0,0.02,0.5,0.15595783293247223,0.0019397127907723188,0.3993905186653137,0.03661024197936058
31800,0.03252049535512924,,3.2715027873408064e-05,5.0,0.02,0.5,0.18047456443309784,0.00038124274578876793,0.4393673837184906,0.04365386813879013
32000,0.03296550735831261,0.03285311684012413,3.251943280410336e-05,5.0,0.02,0.5,0.1843695491552353,0.0002443110861349851,0.4455687701702118,0.04566515237092972
32200,0.03211113438010216,,3.2323379581660404e-05,5.0,0.02,0.5,0.17888453602790833,0.00044586294097825885,0.4413146674633026,0.04211105406284332
32400,0.03290558606386185,,3.212688253311672e-05,5.0,0.02,0.5,0.17990627884864807,0.0004037577600684017,0.4384121298789978,0.04423711076378822
32600,0.031333811581134796,,3.192995601794347e-05,5.0,0.02,0.5,0.18739427626132965,0.00015890435315668583,0.44101396203041077,0.04343802109360695
32800,0.03214222937822342,,3.1732614426996044e-05,5.0,0.02,0.5,0.18123213946819305,0.0003522326878737658,0.44570180773735046,0.042934056371450424
33000,0.03330620378255844,0.032836975157260896,3.153487218146247e-05,5.0,0.02,0.5,0.1810484677553177,0.00035916068009100854,0.4389122724533081,0.04546431079506874
33200,0.032736629247665405,,3.1336743731809496e-05,5.0,0.02,0.5,0.18175368010997772,0.0003329282917547971,0.4449343681335449,0.04434660077095032
33400,0.03264572471380234,,3.1138243556726645e-05,5.0,0.02,0.5,0.17815737426280975,0.0004771004314534366,0.43910646438598633,0.04295618459582329
33600,0.0309751033782959,,3.09393861620681e-05,5.0,0.02,0.5,0.18410545587539673,0.0002526366151869297,0.4371342360973358,0.04193847253918648
33800,0.03280593827366829,,3.074018607979271e-05,5.0,0.02,0.5,0.18109837174415588,0.0003572716668713838,0.4370180070400238,0.044558439403772354
34000,0.03300347179174423,0.03260767757892609,3.054065786690198e-05,5.0,0.02,0.5,0.17673687636852264,0.0005411730380728841,0.43556860089302063,0.04317247122526169
34200,0.032437488436698914,,3.034081610437633e-05,5.0,0.02,0.5,0.17957867681980133,0.0004170305619481951,0.4378858804702759,0.043189238756895065
34400,0.03306034579873085,,3.0140675396109526e-05,5.0,0.02,0.5,0.17739726603031158,0.0005108836921863258,0.4361373484134674,0.04356636106967926
