step,total_loss,val_loss,lr_selector,selector_budget_weight,selector_entropy_weight,selector_aux_weight,selector_ratio,selector_budget,selector_entropy,selector_aux
34600,0.03309498727321625,,2.994025036784147e-05,5.0,0.02,0.5,0.18054209649562836,0.00037861012970097363,0.44014212489128113,0.044798191636800766
34800,0.032727692276239395,,2.973955566608943e-05,5.0,0.02,0.5,0.1798655241727829,0.0004053972370456904,0.44190478324890137,0.04372522234916687
35000,0.032808080315589905,0.032513538002967836,2.9538605957077637e-05,5.0,0.02,0.5,0.1805879771709442,0.00037682673428207636,0.44263073801994324,0.04414266347885132
35200,0.03303487226366997,,2.9337415925665583e-05,5.0,0.02,0.5,0.18159733712673187,0.00033865810837596655,0.4401077330112457,0.04507885500788689
35400,0.03267069533467293,,2.913600027427489e-05,5.0,0.02,0.5,0.17991507053375244,0.00040340449777431786,0.429182231426239,0.044140055775642395
35600,0.0326581709086895,,2.893437372181482e-05,5.0,0.02,0.5,0.18141847848892212,0.00034527305979281664,0.4445619285106659,0.04408113285899162
35800,0.033987175673246384,,2.8732551002606774e-05,5.0,0.02,0.5,0.17593246698379517,0.0005792462616227567,0.4224822223186493,0.045282602310180664
36000,0.03228020668029785,0.03273647353053093,2.8530546865307446e-05,5.0,0.02,0.5,0.17881767451763153,0.00044869104749523103,0.4428369998931885,0.04236001893877983
36200,0.03332747519016266,,2.8328376071831087e-05,5.0,0.02,0.5,0.18311825394630432,0.00028499343898147345,0.44397491216659546,0.04604601860046387
36400,0.03330488130450249,,2.812605339627073e-05,5.0,0.02,0.5,0.18048600852489471,0.0003807959728874266,0.43959784507751465,0.045217886567115784
36600,0.031348757445812225,,2.7923593623818535e-05,5.0,0.02,0.5,0.18477843701839447,0.00023169607447925955,0.43632835149765015,0.042927417904138565
36800,0.03439712896943092,,2.772101154968533e-05,5.0,0.02,0.5,0.19734203815460205,7.06477703715791e-06,0.4563569128513336,0.050469331443309784
37000,0.03182201087474823,0.032832148298621175,2.7518321978019418e-05,5.0,0.02,0.5,0.17972759902477264,0.0004109703586436808,0.42496392130851746,0.04253576323390007
37200,0.03268524259328842,,2.7315539720824733e-05,5.0,0.02,0.5,0.17503228783607483,0.0006233868189156055,0.4191211760044098,0.04237177222967148
37400,0.033151693642139435,,2.7112679596878417e-05,5.0,0.02,0.5,0.17543022334575653,0.0006036740960553288,0.4259166121482849,0.043229978531599045
37600,0.03107006847858429,,2.69097564306479e-05,5.0,0.02,0.5,0.18213112652301788,0.000319296756060794,0.43211981654167175,0.04166237637400627
37800,0.032938677817583084,,2.6706785051207572e-05,5.0,0.02,0.5,0.18575738370418549,0.0002028521994361654,0.44350913166999817,0.04610846936702728
38000,0.03173108398914337,0.03410807214677334,2.6503780291155118e-05,5.0,0.02,0.5,0.1761699914932251,0.0005678694578818977,0.43499118089675903,0.04038383066654205
38200,0.032852888107299805,,2.6300756985527564e-05,5.0,0.02,0.5,0.1855187565088272,0.00020970650075469166,0.4400489330291748,0.04600675776600838
38400,0.030293390154838562,,2.609772997071724e-05,5.0,0.02,0.5,0.17885643243789673,0.0004470505809877068,0.41336098313331604,0.03958183526992798
38600,0.03348784148693085,,2.5894714083387493e-05,5.0,0.02,0.5,0.16734813153743744,0.0010661446722224355,0.40486299991607666,0.040119718760252
38800,0.023337582126259804,,2.5691724159388513e-05,5.0,0.02,0.5,0.19561418890953064,1.923536547110416e-05,0.37503454089164734,0.03148142993450165
39000,0.026205385103821754,0.03576373867690563,2.548877503267319e-05,5.0,0.02,0.5,0.18330812454223633,0.0002786187978927046,0.40215352177619934,0.033538442105054855
39200,0.024334300309419632,,2.528588153421302e-05,5.0,0.02,0.5,0.1933716982603073,4.3934422137681395e-05,0.4120253920555115,0.03174823895096779
39400,0.030136113986372948,,2.5083058490914345e-05,5.0,0.02,0.5,0.16991786658763885,0.0009049349464476109,0.4003203809261322,0.03521006181836128
39600,0.024688832461833954,,2.488032072453486e-05,5.0,0.02,0.5,0.18336167931556702,0.0002768338017631322,0.3630734980106354,0.032086387276649475
39800,0.028165899217128754,,2.4677683050600426e-05,5.0,0.02,0.5,0.16997216641902924,0.0009016709518618882,0.3587844669818878,0.03296371176838875
40000,0.021909013390541077,0.041341792047023776,2.4475160277322422e-05,5.0,0.02,0.5,0.19861552119255066,1.9167898699379293e-06,0.33535611629486084,0.030384613201022148
40200,0.030802860856056213,,2.427276720451563e-05,5.0,0.02,0.5,0.1663174331188202,0.0011345155071467161,0.38845688104629517,0.03472229093313217
40400,0.025878645479679108,,2.4070518622516628e-05,5.0,0.02,0.5,0.18413719534873962,0.00025162866222672164,0.395855575799942,0.033406782895326614
40600,0.028309954330325127,,2.3868429311103034e-05,5.0,0.02,0.5,0.17613749206066132,0.0005694194114767015,0.3732728064060211,0.03599480167031288
40800,0.025452736765146255,,2.3666514038413394e-05,5.0,0.02,0.5,0.20958323776721954,9.183838847093284e-05,0.4078293740749359,0.03367391601204872
41000,0.0279465951025486,0.04019577577710152,2.346478755986796e-05,5.0,0.02,0.5,0.18376047909259796,0.00026372214779257774,0.4035452604293823,0.037114158272743225
41200,0.02859003283083439,,2.3263264617090437e-05,5.0,0.02,0.5,0.22883272171020508,0.0008313256548717618,0.4191078543663025,0.032102495431900024
41400,0.025949478149414062,,2.306195993683069e-05,5.0,0.02,0.5,0.1861533373594284,0.00019173015607520938,0.3717702627182007,0.035110846161842346
41600,0.025885526090860367,,2.2860888229888523e-05,5.0,0.02,0.5,0.189553901553154,0.00010912103607552126,0.40507668256759644,0.03447677567601204
41800,0.02871660515666008,,2.266006419003874e-05,5.0,0.02,0.5,0.18310871720314026,0.0002853155310731381,0.4232807755470276,0.03764882683753967
42000,0.03132077306509018,0.039542391896247864,2.245950249295725e-05,5.0,0.02,0.5,0.17351315915584564,0.0007015528972260654,0.40874183177948,0.03927634656429291
42200,0.026163484901189804,,2.2259217795148674e-05,5.0,0.02,0.5,0.20690524578094482,4.768237704411149e-05,0.4222668707370758,0.034959472715854645
42400,0.024849168956279755,,2.2059224732875315e-05,5.0,0.02,0.5,0.19772657752037048,5.168463303562021e-06,0.3995892107486725,0.033663082867860794
42600,0.02785521186888218,,2.185953792108749e-05,5.0,0.02,0.5,0.17202875018119812,0.000782390998210758,0.38931822776794434,0.03231378644704819
42800,0.02885422483086586,,2.1660171952355616e-05,5.0,0.02,0.5,0.17211417853832245,0.0007776191923767328,0.4010106325149536,0.03389183431863785
43000,0.02694009616971016,0.04026690423488617,2.1461141395803716e-05,5.0,0.02,0.5,0.17421342432498932,0.0006649476126767695,0.3783985376358032,0.03209477663040161
43200,0.024018045514822006,,2.126246079604483e-05,5.0,0.02,0.5,0.19496506452560425,2.5350605938001536e-05,0.39365917444229126,0.03203621879220009
